studyid;compid;esid;studycompid;name;outcome;comparison;g;var.g;se.g;n.1;n.2;n.total;type.of.treatment;length.of.treatment;publication.status;publication.status.new;publication.year;research.group;control.group.quality;gender.ratio;type.of.outcome;subjectivity.of.outcome.measurement;lab.based.versus.real.world.behavior;stamina.versus.strength;pre.test.measurement;sample.population;sample.age;attrition;participant.compensation;self.control.potential;r1.2;r1.3;r1.4;r1.5;r1.6;r1.7;r1.8;r1.9;r1.10;r1.11;r1.12;r1.13;r2.3;r2.4;r2.5;r2.6;r2.7;r2.8;r2.9;r2.10;r2.11;r2.12;r2.13;r3.4;r3.5;r3.6;r3.7;r3.8;r3.9;r3.10;r3.11;r3.12;r3.13;r4.5;r4.6;r4.7;r4.8;r4.9;r4.10;r4.11;r4.12;r4.13;r5.6;r5.7;r5.8;r5.9;r5.10;r5.11;r5.12;r5.13;r6.7;r6.8;r6.9;r6.10;r6.11;r6.12;r6.13;r7.8;r7.9;r7.10;r7.11;r7.12;r7.13;r8.9;r8.10;r8.11;r8.12;r8.13;r9.10;r9.11;r9.12;r9.13;r10.11;r10.12;r10.13;r11.12;r11.13;r12.13
17;2;49;17_2;Job et al., 2015;#6 stop signal;trainonly_vs_control;0,17912;0,05318598;0,230621;39;38;77;Handgrip;14;Yes;Yes;2015;Other;Inactive;26,1;Inhibitory Control;Low subjectivity;Lab;Strength;Pre-post;Students;21,63;0;Money;Maximum;0,103253909;0,224236159;0,012935489;1;0,192579559;0,035703572;;;;;;;0,53939671;0,482299923;0,103253909;0,099267265;0,386479826;;;;;;;0,709535186;0,523217703;0,574875673;1;;;;;;;0,077612933;0,099488386;0,258227149;;;;;;;0,137556828;0,107110716;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;2;50;17_2;Job et al., 2015;#7 stroop after depletion;trainonly_vs_control;0,412613;0,05339119;0,231065;39;38;77;Handgrip;14;Yes;Yes;2015;Other;Inactive;26,1;Inhibitory Control after Depletion;Low subjectivity;Lab;Stamina;Pre-post;Students;21,63;0;Money;Maximum;0,103253909;0,224236159;0,012935489;1;0,192579559;0,035703572;;;;;;;0,53939671;0,482299923;0,103253909;0,099267265;0,386479826;;;;;;;0,709535186;0,523217703;0,574875673;1;;;;;;;0,077612933;0,099488386;0,258227149;;;;;;;0,137556828;0,107110716;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1;51;19_1;Klinger, unpublished, 2013;#1 anagram performance;treat1_vs_control12;0,130618;0,04097391;0,20242;36;73;109;Diet;14;No;Pending;2013;Other;Active;20,18;NA;Low subjectivity;Lab;Stamina;Pre-post;Students;19,96;3,2;Mixed;Maximum;0,7417874;0,06501107;;;;;;;;;;;0,224761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1;52;19_1;Klinger, unpublished, 2013;#2 anagram persistence;treat1_vs_control12;-0,033845;0,0409009;0,20224;36;73;109;Diet;14;No;Pending;2013;Other;Active;20,18;Physical Persistence;Low subjectivity;Lab;Stamina;Pre-post;Students;19,96;3,2;Mixed;Realized;0,7417874;0,06501107;;;;;;;;;;;0,224761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;1;53;19_1;Klinger, unpublished, 2013;#3 stroop interference;treat1_vs_control12;-0,060071;0,0409122;0,202268;36;73;109;Diet;14;No;Pending;2013;Other;Active;20,18;Inhibitory Control;Low subjectivity;Lab;Strength;Pre-post;Students;19,96;3,2;Mixed;Maximum;0,7417874;0,06501107;;;;;;;;;;;0,224761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1;54;20_1;Lin et al., in preparation, 2016;#1 affect balance;nondominanthand_vs_control;0,0292;0,02872324;0,169479;71;67;138;NDH;30;No;Pending;2016;Other;Active;33,78;Affect and Wellbeing;High subjectivity;Real-World;Strength;Pre-post;Students;22,65;46,37;Money;Realized;0,776481258;0,910819916;0,271627647;1;0,020672249;0,372856966;;;;;;;0,534937682;0,121121086;0,248271484;0,037925302;0,325744378;;;;;;;1;0,64524839;0,709388022;0,31053278;;;;;;;0,034854074;0,636146262;0,009074513;;;;;;;0,136037476;0,151898789;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1;55;20_1;Lin et al., in preparation, 2016;#2 cognitive estimation depletion effect;nondominanthand_vs_control;0,179366;0,02883971;0,169823;71;67;138;NDH;30;No;Pending;2016;Other;Active;33,78;NA;Low subjectivity;Lab;Stamina;Pre-post;Students;22,65;46,37;Money;Maximum;0,776481258;0,910819916;0,271627647;1;0,020672249;0,372856966;;;;;;;0,534937682;0,121121086;0,248271484;0,037925302;0,325744378;;;;;;;1;0,64524839;0,709388022;0,31053278;;;;;;;0,034854074;0,636146262;0,009074513;;;;;;;0,136037476;0,151898789;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1;56;20_1;Lin et al., in preparation, 2016;#3 daily anxiety;nondominanthand_vs_control;0,085111;0,02773392;0,166535;71;67;138;NDH;30;No;Pending;2016;Other;Active;33,78;Affect and Wellbeing;High subjectivity;Real-World;Strength;Pre-post;Students;22,65;46,37;Money;Realized;0,776481258;0,910819916;0,271627647;1;0,020672249;0,372856966;;;;;;;0,534937682;0,121121086;0,248271484;0,037925302;0,325744378;;;;;;;1;0,64524839;0,709388022;0,31053278;;;;;;;0,034854074;0,636146262;0,009074513;;;;;;;0,136037476;0,151898789;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1;57;20_1;Lin et al., in preparation, 2016;#4 daily stress;nondominanthand_vs_control;-0,168468;0,02780783;0,166757;71;67;138;NDH;30;No;Pending;2016;Other;Active;33,78;Affect and Wellbeing;High subjectivity;Real-World;Strength;Pre-post;Students;22,65;46,37;Money;Realized;0,776481258;0,910819916;0,271627647;1;0,020672249;0,372856966;;;;;;;0,534937682;0,121121086;0,248271484;0,037925302;0,325744378;;;;;;;1;0,64524839;0,709388022;0,31053278;;;;;;;0,034854074;0,636146262;0,009074513;;;;;;;0,136037476;0,151898789;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1;58;20_1;Lin et al., in preparation, 2016;#5 flourishing;nondominanthand_vs_control;0,316812;0,02908406;0,17054;71;67;138;NDH;30;No;Pending;2016;Other;Active;33,78;Affect and Wellbeing;High subjectivity;Real-World;Strength;Pre-post;Students;22,65;46,37;Money;Realized;0,776481258;0,910819916;0,271627647;1;0,020672249;0,372856966;;;;;;;0,534937682;0,121121086;0,248271484;0,037925302;0,325744378;;;;;;;1;0,64524839;0,709388022;0,31053278;;;;;;;0,034854074;0,636146262;0,009074513;;;;;;;0,136037476;0,151898789;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1;59;20_1;Lin et al., in preparation, 2016;#6 stroop effect on errors after depletion;nondominanthand_vs_control;-0,264641;0,03000863;0,17323;71;67;138;NDH;30;No;Pending;2016;Other;Active;33,78;Inhibitory Control after Depletion;Low subjectivity;Lab;Stamina;Pre-post;Students;22,65;46,37;Money;Maximum;0,776481258;0,910819916;0,271627647;1;0,020672249;0,372856966;;;;;;;0,534937682;0,121121086;0,248271484;0,037925302;0,325744378;;;;;;;1;0,64524839;0,709388022;0,31053278;;;;;;;0,034854074;0,636146262;0,009074513;;;;;;;0,136037476;0,151898789;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1;60;20_1;Lin et al., in preparation, 2016;#7 stroop effect on RT after depletion;nondominanthand_vs_control;0,226653;0,02993941;0,17303;71;67;138;NDH;30;No;Pending;2016;Other;Active;33,78;Inhibitory Control after Depletion;Low subjectivity;Lab;Stamina;Pre-post;Students;22,65;46,37;Money;Maximum;0,776481258;0,910819916;0,271627647;1;0,020672249;0,372856966;;;;;;;0,534937682;0,121121086;0,248271484;0,037925302;0,325744378;;;;;;;1;0,64524839;0,709388022;0,31053278;;;;;;;0,034854074;0,636146262;0,009074513;;;;;;;0,136037476;0,151898789;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;1;61;21_1;Miles et al., 2016;#1 alcohol consumption;nondominanthand_vs_active;0,206;0,044;0,20976177;44;45;89;NDH;42;Yes;Yes;2016;Other;Active;40,8;Health Behavior;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;62;21_1;Miles et al., 2016;#2 change in handgrip;nondominanthand_vs_active;-0,172;0,044;0,20976177;44;45;89;NDH;42;Yes;Yes;2016;Other;Active;40,8;Physical Persistence after Depletion;Low subjectivity;Lab;Stamina;Post only;Students;22,33908;5,945945946;Money;Maximum;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;63;21_1;Miles et al., 2016;#3 chocolate consumption;nondominanthand_vs_active;0,229;0,044;0,20976177;44;45;89;NDH;42;Yes;Yes;2016;Other;Active;40,8;Eating;Low subjectivity;Lab;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;64;21_1;Miles et al., 2016;#4 daily negative behavior;nondominanthand_vs_active;-0,091;0,044;0,20976177;44;45;89;NDH;42;Yes;Yes;2016;Other;Active;40,8;NA;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;65;21_1;Miles et al., 2016;#5 daily positive behavior;nondominanthand_vs_active;-0,064;0,044;0,20976177;44;45;89;NDH;42;Yes;Yes;2016;Other;Active;40,8;NA;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;66;21_1;Miles et al., 2016;#6 life satisfaction;nondominanthand_vs_active;0,298;0,045;0,212132034;44;45;89;NDH;42;Yes;Yes;2016;Other;Active;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;67;21_1;Miles et al., 2016;#7 money spent on non-essentials;nondominanthand_vs_active;0,204;0,044;0,20976177;44;45;89;NDH;42;Yes;Yes;2016;Other;Active;40,8;Consumer Behavior;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;68;21_1;Miles et al., 2016;#8 negative emotions;nondominanthand_vs_active;0,024;0,044;0,20976177;44;45;89;NDH;42;Yes;Yes;2016;Other;Active;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;69;21_1;Miles et al., 2016;#9 positive emotions;nondominanthand_vs_active;0,007;0,044;0,20976177;44;45;89;NDH;42;Yes;Yes;2016;Other;Active;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;70;21_1;Miles et al., 2016;#10 pre-depletion handgrip;nondominanthand_vs_active;-0,039;0,044;0,20976177;44;45;89;NDH;42;Yes;Yes;2016;Other;Active;40,8;Physical Persistence;Low subjectivity;Lab;Strength;Post only;Students;22,33908;5,945945946;Money;Maximum;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;71;21_1;Miles et al., 2016;#11 prejudice;nondominanthand_vs_active;-0,076;0,044;0,20976177;44;45;89;NDH;42;Yes;Yes;2016;Other;Active;40,8;NA;Low subjectivity;Lab;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;72;21_1;Miles et al., 2016;#12 snacking;nondominanthand_vs_active;-0,26;0,044;0,20976177;44;45;89;NDH;42;Yes;Yes;2016;Other;Active;40,8;Eating;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;73;21_1;Miles et al., 2016;#13 wellbeing;nondominanthand_vs_active;0,121;0,044;0,20976177;44;45;89;NDH;42;Yes;Yes;2016;Other;Active;40,8;Affect and Wellbeing;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;61;21_1;Miles et al., 2016;#1 alcohol consumption;nondominanthand_vs_inactive;0,254;0,047;0,216794834;44;40;84;NDH;42;Yes;Yes;2016;Other;Inactive;40,8;Health Behavior;High subjectivity;Real-World;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;62;21_1;Miles et al., 2016;#2 change in handgrip;nondominanthand_vs_inactive;-0,184;0,047;0,216794834;44;40;84;NDH;42;Yes;Yes;2016;Other;Inactive;40,8;Physical Persistence after Depletion;Low subjectivity;Lab;Stamina;Post only;Students;22,33908;5,945945946;Money;Maximum;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
21;1;63;21_1;Miles et al., 2016;#3 chocolate consumption;nondominanthand_vs_inactive;0,254;0,047;0,216794834;44;40;84;NDH;42;Yes;Yes;2016;Other;Inactive;40,8;Eating;Low subjectivity;Lab;Strength;Post only;Students;22,33908;5,945945946;Money;Realized;0,068374217;0,088659123;0,205751622;0,052000003;0,272307859;0,272307859;0,250618039;0,278008341;0,303739942;0,250618039;0,152819315;0,272307859;0,142479648;0,041528078;0,033487284;0,068374217;0,135002843;0,088659123;0,135022032;0,052224641;0,071471925;0,250618039;0,104401593;0,093143005;0,017904751;0,272307859;0,065115196;0,250618039;0,250618039;0,135002843;0,005666364;0,303739942;0,178742832;0,011727019;0,230970271;0,072761499;0,280017379;0,163754638;0,250618039;0,174105506;0,062360551;0,268440079;0,108597206;0,096573378;0,272307859;0,272307859;0,094681128;0,991840082;0,165918672;0,012747772;0,250618039;0,250618039;0,272307859;0,272307859;0,207472044;0,120113813;0,054293595;0,016236855;0,163754638;0,079484473;0,068830646;0,066184325;0,05208156;0,222786607;0,272307859;0,113939642;0,255864468;0,02221029;0,230970271;0,247058335;0,020373285;0,697664307;0,204637605;0,090463094;0,079545939;0,326275233;0,180917603;0,121654797
